Date,Price,Open,High,Low,Change %
2021-07-22,1.3763,1.3714,1.3788,1.369,0.0039000000000000003
2021-07-21,1.371,1.3629,1.3724,1.359,0.0062
2021-07-20,1.3626,1.3678,1.369,1.3571,-0.0034000000000000002
2021-07-19,1.3672,1.3787,1.3787,1.3655,-0.0073
2021-07-16,1.3772,1.383,1.3863,1.376,-0.004
2021-07-15,1.3828,1.3858,1.3899,1.3805,-0.002
2021-07-14,1.3856,1.3814,1.3893,1.3801,0.0034999999999999996
2021-07-13,1.3808,1.3885,1.3907,1.38,-0.0052
2021-07-12,1.388,1.3903,1.3911,1.3838,-0.0014000000000000002
2021-07-09,1.3899,1.3789,1.391,1.3756,0.0083
2021-07-08,1.3785,1.3801,1.3808,1.3741,-0.0011
2021-07-07,1.38,1.3801,1.3843,1.3754,0.0001
2021-07-06,1.3799,1.3844,1.39,1.3773,-0.0033
2021-07-05,1.3845,1.3822,1.3863,1.3817,0.0017000000000000001
2021-07-02,1.3821,1.3769,1.3846,1.3732,0.0039000000000000003
2021-07-01,1.3767,1.3829,1.3836,1.3752,-0.0043
2021-06-30,1.3827,1.3839,1.3874,1.3798,-0.0006
2021-06-29,1.3835,1.3885,1.3889,1.3813,-0.0034999999999999996
2021-06-28,1.3883,1.3884,1.3941,1.387,0.0004
2021-06-25,1.3877,1.3923,1.3937,1.387,-0.0032
2021-06-24,1.3922,1.3963,1.3988,1.3889,-0.0027
2021-06-23,1.3959,1.3948,1.4003,1.3923,0.0009
2021-06-22,1.3947,1.3931,1.3965,1.386,0.0013
2021-06-21,1.3929,1.3811,1.3937,1.3786,0.0087
2021-06-18,1.3809,1.3921,1.3945,1.3792,-0.0079
2021-06-17,1.3919,1.3988,1.401,1.3895,-0.0049
2021-06-16,1.3987,1.4081,1.4133,1.3982,-0.0066
2021-06-15,1.408,1.4114,1.413,1.4034,-0.0023
2021-06-14,1.4112,1.4119,1.4125,1.407,0.0004
2021-06-11,1.4106,1.4177,1.4187,1.4095,-0.004699999999999999
2021-06-10,1.4173,1.412,1.4179,1.4073,0.0039000000000000003
2021-06-09,1.4118,1.4158,1.4191,1.411,-0.0026
2021-06-08,1.4155,1.4183,1.4187,1.412,-0.0016
2021-06-07,1.4178,1.4171,1.4191,1.4111,0.0017000000000000001
2021-06-04,1.4154,1.4105,1.4202,1.4083,0.0036
2021-06-03,1.4103,1.4171,1.4204,1.4087,-0.0046
2021-06-02,1.4168,1.4153,1.4185,1.4112,0.0016
2021-06-01,1.4146,1.4213,1.425,1.4147,-0.0044
2021-05-31,1.4209,1.418,1.4219,1.4164,0.0016
2021-05-28,1.4187,1.4207,1.4212,1.4135,-0.0013
2021-05-27,1.4205,1.4122,1.422,1.4091,0.0062
2021-05-26,1.4118,1.4153,1.4177,1.4112,-0.0023
2021-05-25,1.4151,1.4157,1.4212,1.4116,-0.0003
2021-05-24,1.4155,1.4159,1.4173,1.4111,0.0006
2021-05-21,1.4147,1.4191,1.4234,1.4139,-0.003
2021-05-20,1.4189,1.411,1.4194,1.4101,0.0054
2021-05-19,1.4113,1.419,1.4202,1.4099,-0.0052
2021-05-18,1.4187,1.4131,1.4221,1.4129,0.0037
2021-05-17,1.4134,1.409,1.4148,1.4076,0.0027
2021-05-14,1.4096,1.4052,1.4112,1.4036,0.0033
2021-05-13,1.405,1.4055,1.4079,1.4005,-0.0001
2021-05-12,1.4052,1.4141,1.4155,1.405,-0.0063
2021-05-11,1.4141,1.4118,1.4167,1.4104,0.0015
2021-05-10,1.412,1.398,1.416,1.3978,0.0106
2021-05-07,1.3972,1.3887,1.4007,1.3887,0.0063
2021-05-06,1.3885,1.3903,1.3942,1.3856,-0.0013
2021-05-05,1.3903,1.3887,1.3927,1.3874,0.0013
2021-05-04,1.3885,1.3911,1.3916,1.3838,-0.0017000000000000001
2021-05-03,1.3909,1.3827,1.3933,1.38,0.0069
2021-04-30,1.3814,1.3942,1.396,1.3802,-0.009000000000000001
2021-04-29,1.394,1.3939,1.3977,1.3931,0.0006
2021-04-28,1.3932,1.3916,1.3952,1.3861,0.0014000000000000002
2021-04-27,1.3912,1.3898,1.3925,1.3858,0.0012
2021-04-26,1.3896,1.3873,1.3931,1.3864,0.0016
2021-04-23,1.3874,1.3838,1.3897,1.3834,0.0027
2021-04-22,1.3836,1.3931,1.395,1.3824,-0.0067
2021-04-21,1.3929,1.3937,1.395,1.3886,-0.0005
2021-04-20,1.3936,1.3987,1.401,1.3926,-0.0034000000000000002
2021-04-19,1.3983,1.3827,1.3994,1.3809,0.0111
2021-04-16,1.383,1.3784,1.3844,1.3716,0.0032
2021-04-15,1.3786,1.3781,1.3809,1.3762,0.0006
2021-04-14,1.3778,1.3749,1.3809,1.3748,0.0022
2021-04-13,1.3748,1.374,1.377,1.3694,0.0006
2021-04-12,1.374,1.371,1.3777,1.3668,0.0023
2021-04-09,1.3708,1.3734,1.3752,1.367,-0.0018
2021-04-08,1.3733,1.3736,1.3783,1.3719,-0.0001
2021-04-07,1.3734,1.3825,1.3841,1.3724,-0.0064
2021-04-06,1.3823,1.3902,1.392,1.3802,-0.0053
2021-04-05,1.3897,1.3827,1.3914,1.3813,0.0049
2021-04-02,1.3829,1.3833,1.3854,1.3813,-0.0001
2021-04-01,1.383,1.3782,1.3838,1.3746,0.0037
2021-03-31,1.3779,1.374,1.3813,1.3716,0.0029
2021-03-30,1.3739,1.3763,1.3785,1.3706,-0.0015
2021-03-29,1.3759,1.3793,1.3848,1.3756,-0.002
2021-03-26,1.3787,1.3731,1.3813,1.3728,0.004
2021-03-25,1.3732,1.3688,1.3747,1.367,0.0036
2021-03-24,1.3683,1.3752,1.3762,1.3674,-0.0049
2021-03-23,1.375,1.3863,1.3869,1.374,-0.008199999999999999
2021-03-22,1.3863,1.3866,1.3878,1.3817,-0.0004
2021-03-19,1.3868,1.3924,1.396,1.383,-0.0037
2021-03-18,1.392,1.3968,1.4003,1.3897,-0.0031
2021-03-17,1.3963,1.389,1.3971,1.3851,0.0055000000000000005
2021-03-16,1.3887,1.3899,1.3908,1.3809,-0.0004
2021-03-15,1.3893,1.392,1.395,1.3851,-0.0021
2021-03-12,1.3922,1.399,1.4006,1.3863,-0.0049
2021-03-11,1.399,1.3934,1.3996,1.3917,0.0043
2021-03-10,1.393,1.3893,1.3939,1.3845,0.0027
2021-03-09,1.3893,1.3827,1.3927,1.3802,0.005
2021-03-08,1.3824,1.3837,1.3867,1.38,-0.0012
2021-03-05,1.3841,1.3896,1.3908,1.3779,-0.0038
2021-03-04,1.3894,1.3954,1.4017,1.388,-0.0042
2021-03-03,1.3953,1.3953,1.4008,1.392,0.0
2021-03-02,1.3953,1.3923,1.3977,1.3859,0.0022
2021-03-01,1.3922,1.3939,1.4,1.3904,-0.0007000000000000001
2021-02-26,1.3932,1.4015,1.4028,1.3888,-0.0058
2021-02-25,1.4013,1.4135,1.4183,1.4,-0.0089
2021-02-24,1.4139,1.411,1.4237,1.4082,0.0021
2021-02-23,1.411,1.4063,1.4118,1.4054,0.0034999999999999996
2021-02-22,1.4061,1.4015,1.4087,1.398,0.0034000000000000002
2021-02-19,1.4014,1.3975,1.4036,1.395,0.0031
2021-02-18,1.3971,1.3853,1.3987,1.3839,0.0085
2021-02-17,1.3853,1.3902,1.3912,1.3829,-0.0034999999999999996
2021-02-16,1.3901,1.3903,1.3952,1.3869,-0.0001
2021-02-15,1.3903,1.3846,1.392,1.3846,0.0043
2021-02-12,1.3844,1.3816,1.3864,1.3775,0.0021
2021-02-11,1.3815,1.3832,1.3861,1.3801,-0.0009
2021-02-10,1.3828,1.3816,1.3868,1.3802,0.001
2021-02-09,1.3814,1.3741,1.3821,1.3735,0.0055000000000000005
2021-02-08,1.3738,1.3729,1.375,1.368,0.0004
2021-02-05,1.3733,1.3672,1.3742,1.366,0.0046
2021-02-04,1.367,1.3646,1.3699,1.3567,0.0019
2021-02-03,1.3644,1.3667,1.3685,1.3619,-0.0015
2021-02-02,1.3665,1.3664,1.3712,1.3611,0.0003
2021-02-01,1.3661,1.3713,1.3759,1.3655,-0.003
2021-01-29,1.3702,1.3721,1.3752,1.3657,-0.0012
2021-01-28,1.3718,1.3688,1.3747,1.363,0.0023
2021-01-27,1.3686,1.3736,1.3761,1.3659,-0.0034000000000000002
2021-01-26,1.3733,1.3674,1.3746,1.3609,0.0043
2021-01-25,1.3674,1.368,1.3725,1.3649,-0.0007000000000000001
2021-01-22,1.3684,1.3733,1.3738,1.3635,-0.0034999999999999996
2021-01-21,1.3732,1.3655,1.3747,1.3651,0.0058
2021-01-20,1.3653,1.363,1.372,1.3623,0.0018
2021-01-19,1.3628,1.3588,1.3638,1.3572,0.0032
2021-01-18,1.3584,1.3594,1.36,1.352,-0.0001
2021-01-15,1.3586,1.3688,1.37,1.3571,-0.0074
2021-01-14,1.3687,1.364,1.371,1.3615,0.0037
2021-01-13,1.3637,1.3667,1.3702,1.3611,-0.0019
2021-01-12,1.3663,1.3521,1.3672,1.3504,0.011000000000000001
2021-01-11,1.3514,1.3567,1.3568,1.3451,-0.0036
2021-01-08,1.3563,1.3566,1.3636,1.3538,0.0
2021-01-07,1.3563,1.3608,1.3634,1.3532,-0.0032
2021-01-06,1.3607,1.3626,1.3672,1.3539,-0.0012
2021-01-05,1.3624,1.3572,1.3643,1.3554,0.0040999999999999995
2021-01-04,1.3569,1.3665,1.3705,1.3541,-0.0075
2021-01-01,1.3671,1.3672,1.3683,1.3672,-0.0001
2020-12-31,1.3673,1.3624,1.3687,1.3605,0.0037
